 TIME(hr),Z_OUT(mD),Z_IN(mD),HEADDIFF(m),MODE(-),Q_TURB(m3_s),Q_SLUICE(m3_s),POWER(MW),T_CHART(-),P_CHART(-),H_START(m),H_END(m),P_TARG(-)
   2.5000000000000001E-002 ,  -2.0907159460227249      ,  -2.0900055600537026      ,   7.1038596902228690E-004 ,           0 ,   3.0229317129916763E-006 ,   3.1988419682073679E-002 ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
   5.0000000000000003E-002 ,  -2.0917208838825654      ,  -2.0900625532191417      ,   1.6583306634236905E-003 ,           0 ,   1.8481352099141423E-005 ,  0.19286831990638981      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
   7.4999999999999997E-002 ,  -2.0962316774494147      ,  -2.0903293324078058      ,   5.9023450416089140E-003 ,           0 ,   7.8471516396632528E-005 ,  0.80008875413013580      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.10000000000000001      ,  -2.1017822566167292      ,  -2.0910938431366950      ,   1.0688413480034242E-002 ,           0 ,   1.8775544836882038E-004 ,   1.8526626368136283      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.12500000000000000      ,  -2.1108057842506724      ,  -2.0926821266751823      ,   1.8123657575490171E-002 ,           0 ,   3.8203422230502065E-004 ,   3.6130974943342231      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.14999999999999999      ,  -2.1194502928293559      ,  -2.0954241763776289      ,   2.4026116451727031E-002 ,           0 ,   6.3343345019619443E-004 ,   5.6850937090672957      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.17499999999999999      ,  -2.1279883229910488      ,  -2.0994528482390717      ,   2.8535474751977041E-002 ,           0 ,   9.3961210221285324E-004 ,   7.9211613867116535      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.20000000000000001      ,  -2.1356213093772296      ,  -2.1047747883993484      ,   3.0846520977881209E-002 ,           0 ,   1.2759768189019483E-003 ,   9.9966523743254108      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.22500000000000001      ,  -2.1403452108103913      ,  -2.1111348178179932      ,   2.9210392992398138E-002 ,           0 ,   1.5714944989465068E-003 ,   11.314789138811619      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.25000000000000000      ,  -2.1429738173044792      ,  -2.1179755877591329      ,   2.4998229545346362E-002 ,           0 ,   1.7947237051478637E-003 ,   11.736444281349296      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.27500000000000002      ,  -2.1437613721402387      ,  -2.1248173092542890      ,   1.8944062885949631E-002 ,           0 ,   1.8904489871971132E-003 ,   11.088342235767895      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.29999999999999999      ,  -2.1443007631602602      ,  -2.1309911251820672      ,   1.3309637978192956E-002 ,           0 ,   1.8856335508392623E-003 ,   9.7876696324331594      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.32500000000000001      ,  -2.1458827408639203      ,  -2.1364094843223587      ,   9.4732565415616143E-003 ,           0 ,   1.8669311878804478E-003 ,   8.4515393160577297      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.34999999999999998      ,  -2.1482933753141862      ,  -2.1410451883609198      ,   7.2481869532663445E-003 ,           0 ,   1.8936650793613717E-003 ,   7.4035279951817667      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.37500000000000000      ,  -2.1533078297033672      ,  -2.1454548935586097      ,   7.8529361447574608E-003 ,           0 ,   2.2623388985257855E-003 ,   7.7054919338623034      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.40000000000000002      ,  -2.1607942245476148      ,  -2.1503940306210296      ,   1.0400193926585199E-002 ,           0 ,   2.9620741720352336E-003 ,   8.8678327703812840      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.42499999999999999      ,  -2.1687350993089130      ,  -2.1558973674644926      ,   1.2837731844420386E-002 ,           0 ,   3.7147236343432230E-003 ,   9.8521075534933118      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.45000000000000001      ,  -2.1775236750388363      ,  -2.1620619472892817      ,   1.5461727749554566E-002 ,           0 ,   4.5702272198790070E-003 ,   10.812716849003436      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.47499999999999998      ,  -2.1841193610896621      ,  -2.1685009733159881      ,   1.5618387773673970E-002 ,           0 ,   5.1174108138547017E-003 ,   10.867490880292099      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.50000000000000000      ,  -2.1903186855494088      ,  -2.1749536844012236      ,   1.5365001148185176E-002 ,           0 ,   5.6236451339693062E-003 ,   10.779307134724379      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.52500000000000002      ,  -2.1935431313755198      ,  -2.1810500404353550      ,   1.2493090940164819E-002 ,           0 ,   5.5902737820279196E-003 ,   9.7202334905218688      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.55000000000000004      ,  -2.1941696662772325      ,  -2.1862542442056623      ,   7.9154220715702550E-003 ,           0 ,   4.8833025505380621E-003 ,   7.7375291476487007      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.57499999999999996      ,  -2.1948369612564878      ,  -2.1903150583024664      ,   4.5219029540213285E-003 ,           0 ,   4.0339233227632606E-003 ,   5.8487134153492848      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.59999999999999998      ,  -2.1942855592675286      ,  -2.1929698216844842      ,   1.3157375830443740E-003 ,           0 ,   2.3692128822604113E-003 ,   3.1551996375751639      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.62500000000000000      ,  -2.1959699618274833      ,  -2.1946687716168753      ,   1.3011902106079276E-003 ,           0 ,   2.5550047841737238E-003 ,   3.1362905035316517      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.65000000000000002      ,  -2.1984911478075158      ,  -2.1966841875040406      ,   1.8069603034751580E-003 ,           0 ,   3.2562038185182558E-003 ,   3.6959947461158134      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.67500000000000004      ,  -2.2040048272173878      ,  -2.1994678485759831      ,   4.5369786414046764E-003 ,           0 ,   5.5630932378574706E-003 ,   5.8562504488349365      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.69999999999999996      ,  -2.2116569174002989      ,  -2.2035353017908292      ,   8.1216156094696679E-003 ,           0 ,   8.0039990433135502E-003 ,   7.8358960921266041      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.72499999999999998      ,  -2.2195407641545200      ,  -2.2085954228098181      ,   1.0945341344701820E-002 ,           0 ,   9.9663463573050389E-003 ,   9.0971853634819162      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.75000000000000000      ,  -2.2278158802864603      ,  -2.2142936467863188      ,   1.3522233500141478E-002 ,           0 ,   1.1852836990469994E-002 ,   10.111572731948542      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.77500000000000002      ,  -2.2342927271460167      ,  -2.2203955319005630      ,   1.3897195245453631E-002 ,           0 ,   1.2829057101025349E-002 ,   10.251433260835164      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.80000000000000004      ,  -2.2392013145218899      ,  -2.2263538430998207      ,   1.2847471422069212E-002 ,           0 ,   1.3141438952269272E-002 ,   9.8567334392162600      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.82499999999999996      ,  -2.2420453314614748      ,  -2.2319375968753410      ,   1.0107734586133788E-002 ,           0 ,   1.2394864563646571E-002 ,   8.7434582942821724      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.84999999999999998      ,  -2.2425472187499085      ,  -2.2365354542023348      ,   6.0117645475736836E-003 ,           0 ,   1.0145498061495395E-002 ,   6.7432092949930809      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.87500000000000000      ,  -2.2432819284401089      ,  -2.2399981240116298      ,   3.2838044284790868E-003 ,           0 ,   7.9443640250407704E-003 ,   4.9837745466521870      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
