 TIME(hr),Z_OUT(mD),Z_IN(mD),HEADDIFF(m),MODE(-),Q_TURB(m3_s),Q_SLUICE(m3_s),POWER(MW),T_CHART(-),P_CHART(-),H_START(m),H_END(m),P_TARG(-)
   2.5000000000000001E-002 ,  -2.0907159457857349      ,  -2.0900055606441206      ,   7.1038514161436694E-004 ,           0 ,   6.5295287013765050E-006 ,   3.1988401072174058E-002 ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
   5.0000000000000003E-002 ,  -2.0917208823214404      ,  -2.0900625599930951      ,   1.6583223283452853E-003 ,           0 ,   3.9919620225994101E-005 ,  0.19286783527713192      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
   37.024999999999999      ,  -1.2669274645853073      ,   1.7595639078988501      ,   3.0264913724841573      ,           5 ,   48.098302032265565      ,   0.0000000000000000      ,   0.0000000000000000      ,           1 ,           0 ,   2.9199999999999999      ,   1.5200000000000000      ,   0.0000000000000000     
   7.4999999999999997E-002 ,  -2.0962316695444847      ,  -2.0903293682369801      ,   5.9023013075045760E-003 ,           0 ,   1.6949784780865450E-004 ,  0.80008579161295457      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
   37.049999999999997      ,  -1.2072448178250041      ,   1.7298350073518740      ,   2.9370798251768782      ,           5 ,   52.011463948930299      ,   0.0000000000000000      ,   0.0000000000000000      ,           1 ,           0 ,   2.9199999999999999      ,   1.5200000000000000      ,   0.0000000000000000     
  0.10000000000000001      ,  -2.1017822551430076      ,  -2.0910939636046240      ,   1.0688291538383687E-002 ,           0 ,   4.0554944871207027E-004 ,   1.8526520395424684      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
   37.075000000000003      ,  -1.0974473314360587      ,   1.6984641315877915      ,   2.7959114630238502      ,           5 ,   53.929628113467274      ,   0.0000000000000000      ,   0.0000000000000000      ,           1 ,           0 ,   2.9199999999999999      ,   1.5200000000000000      ,   0.0000000000000000     
  0.12500000000000000      ,  -2.1108056720957662      ,  -2.0926824250253682      ,   1.8123247070398030E-002 ,           0 ,   8.2518461306500346E-004 ,   3.6130567433108220      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
   37.100000000000001      , -0.99802590378939426      ,   1.6663618132812184      ,   2.6643877170706127      ,           5 ,   54.379969742806566      ,   0.0000000000000000      ,   0.0000000000000000      ,           1 ,           0 ,   2.9199999999999999      ,   1.5200000000000000      ,   0.0000000000000000     
   37.125000000000000      , -0.94463615952384716      ,   1.6342525821089477      ,   2.5788887416327948      ,           5 ,   53.845840163139464      ,   0.0000000000000000      ,   0.0000000000000000      ,           1 ,           0 ,   2.9199999999999999      ,   1.5200000000000000      ,   0.0000000000000000     
  0.14999999999999999      ,  -2.1194502249947873      ,  -2.0954247881663259      ,   2.4025436828461366E-002 ,           0 ,   1.3681968974099466E-003 ,   5.6850132867877594      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.17499999999999999      ,  -2.1279882224977915      ,  -2.0994539262757974      ,   2.8534296221994104E-002 ,           0 ,   2.0295201606636273E-003 ,   7.9209975428280508      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
   37.149999999999999      , -0.97886387834881317      ,   1.6023392732363109      ,   2.5812031515851239      ,           5 ,   53.872448171761995      ,   0.0000000000000000      ,   0.0000000000000000      ,           1 ,           0 ,   2.9199999999999999      ,   1.5200000000000000      ,   0.0000000000000000     
  0.20000000000000001      ,  -2.1356211781045147      ,  -2.1047764906502713      ,   3.0844687454243402E-002 ,           0 ,   2.7560280783753403E-003 ,   9.9963554955881868      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
   37.174999999999997      ,  -1.0659003345233249      ,   1.5702868100358891      ,   2.6361871445592140      ,           5 ,   54.511100157876832      ,   0.0000000000000000      ,   0.0000000000000000      ,           1 ,           0 ,   2.9199999999999999      ,   1.5200000000000000      ,   0.0000000000000000     
