 TIME(hr),Z_OUT(mD),Z_IN(mD),HEADDIFF(m),MODE(-),Q_TURB(m3_s),Q_SLUICE(m3_s),POWER(MW),T_CHART(-),P_CHART(-),H_START(m),H_END(m),P_TARG(-)
   2.5000000000000001E-002 ,  -2.0899999999999999      ,  -2.0899999999999999      ,   0.0000000000000000      ,           0 ,   0.0000000000000000      ,   0.0000000000000000      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
   5.0000000000000003E-002 ,  -2.0900035131705974      ,  -2.0900022790418773      ,   1.2341287201067530E-006 ,           0 ,   4.2665755130583388E-003 ,   5.1847965707511233E-002 ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
   7.4999999999999997E-002 ,  -2.0937235160650811      ,  -2.0907340035851876      ,   2.9895124798935413E-003 ,           0 ,  0.36300649985539241      ,   4.2425596940025425      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.10000000000000001      ,  -2.0993864271404803      ,  -2.0930517312057240      ,   6.3346959347563292E-003 ,           0 ,  0.93611725102643861      ,   10.353286182141591      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.12500000000000000      ,  -2.1096303479341860      ,  -2.0980475929208664      ,   1.1582755013319623E-002 ,           0 ,   1.9690523081531981      ,   20.264447030006774      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.14999999999999999      ,  -2.1184915295011835      ,  -2.1060412228135563      ,   1.2450306687627144E-002 ,           0 ,   2.9233827189360562      ,   27.505090426445463      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.17499999999999999      ,  -2.1276246475247667      ,  -2.1161311986622504      ,   1.1493448862516242E-002 ,           0 ,   3.7981401455539983      ,   32.060491974648336      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.20000000000000001      ,  -2.1363504668067446      ,  -2.1273460903775079      ,   9.0043764292366824E-003 ,           0 ,   4.3574578220550473      ,   32.334932908502232      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.22500000000000001      ,  -2.1425347190455053      ,  -2.1377365970940958      ,   4.7981219514094953E-003 ,           0 ,   3.9905691214403110      ,   25.457999451554123      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.25000000000000000      ,  -2.1482301693589645      ,  -2.1413101751783863      ,   6.9199941805782039E-003 ,           0 ,   5.8491622719163061      ,   31.290680484282511      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.27500000000000002      ,  -2.1490611089737977      ,  -2.1427702488625848      ,   6.2908601112128260E-003 ,           0 ,   6.8804492914629964      ,   30.753545158131281      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.29999999999999999      ,  -2.1368832684524186      ,  -2.1741068601171998      ,  -3.7223591664781175E-002 ,           0 ,  -19.142556918817640      ,  -72.761278458534349      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.32500000000000001      ,  -2.1467259987620650      ,  -2.1469542722130899      ,  -2.2827345102482965E-004 ,           0 ,  -2.8683873907750508      ,  -9.4128994742371148      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.34999999999999998      ,  -2.1621911377446490      ,  -2.1259610577822601      ,   3.6230079962388917E-002 ,           0 ,   25.078948346378947      ,   71.966111829753856      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.37500000000000000      ,  -2.1480868196986789      ,  -2.1410643033260945      ,   7.0225163725843309E-003 ,           0 ,   12.829987797018976      ,   32.563981696442831      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.40000000000000002      ,  -2.1482937851080481      ,  -2.1662537187359048      ,  -1.7959933627856639E-002 ,           0 ,  -22.224478726045589      ,  -50.393968073807933      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.42499999999999999      ,  -2.1629429441181602      ,  -2.1789855029102547      ,  -1.6042558792094486E-002 ,           0 ,  -23.466547125632861      ,  -47.964430595293052      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
  0.45000000000000001      ,  -2.1913018134872377      ,  -2.1517397288200422      ,   3.9562084667195574E-002 ,           0 ,   39.915839228458353      ,   74.137322396032857      ,   0.0000000000000000      ,           1 ,           1 ,   1000.0000000000000      ,   0.0000000000000000      ,   0.0000000000000000     
