0,-2.09
0.125,-2.110556
0.25,-2.144548
0.375,-2.151511
0.5,-2.195184
0.625,-2.200373
0.75,-2.238739
0.875,-2.253125
1,-2.279348
1.125,-2.250116
1.25,-2.160533
1.375,-2.183898
1.5,-2.060251
1.625,-2.088436
1.75,-1.984452
1.875,-1.978745
2,-1.919597
2.125,-1.811937
2.25,-1.733158
2.375,-1.608401
2.5,-1.539893
2.625,-1.41067
2.75,-1.343438
2.875,-1.214111
3,-1.142296
3.125,-0.992645
3.25,-0.868508
3.375,-0.744254
3.5,-0.599766
3.625,-0.493033
3.75,-0.333588
3.875,-0.236402
4,-0.070977
4.125,0.022653
4.25,0.195988
4.375,0.286976
4.5,0.460838
4.625,0.552605
4.75,0.724986
4.875,0.819579
5,0.986241
5.125,1.059713
5.25,1.189722
5.375,1.272105
5.5,1.390979
5.625,1.487159
5.75,1.590093
5.875,1.703414
6,1.788766
6.125,1.86292
6.25,1.891253
6.375,1.963929
6.5,1.996731
6.625,2.062306
6.75,2.104246
6.875,2.159222
7,2.212448
7.125,2.1804
7.25,2.190885
7.375,2.129197
7.5,2.164298
7.625,2.084385
7.75,2.129985
7.875,2.04803
8,2.08703
8.125,1.951579
8.25,1.919031
8.375,1.791917
8.5,1.747239
8.625,1.634645
8.75,1.573995
8.875,1.478132
9,1.400649
9.125,1.276488
9.25,1.148335
9.375,1.028034
9.5,0.896733
9.625,0.780025
9.75,0.645678
9.875,0.529908
10,0.396066
10.125,0.268297
10.25,0.124297
10.375,-0.004163
10.5,-0.147914
10.625,-0.277726
10.75,-0.419602
10.875,-0.550318
11,-0.691809
11.125,-0.801315
11.25,-0.913116
11.375,-1.030501
11.5,-1.13323
11.625,-1.260192
11.75,-1.354866
11.875,-1.486782
12,-1.580101
12.125,-1.666076
12.25,-1.694707
12.375,-1.798475
12.5,-1.818475
12.625,-1.919217
12.75,-1.952974
12.875,-2.032152
13,-2.091154
13.125,-2.088772
13.25,-2.083631
13.375,-2.093461
13.5,-2.075945
13.625,-2.091161
13.75,-2.075914
13.875,-2.085625
14,-2.077239
14.125,-2.026417
14.25,-1.946369
14.375,-1.916603
14.5,-1.821286
14.625,-1.796005
14.75,-1.705578
14.875,-1.668367
15,-1.595743
15.125,-1.498145
15.25,-1.381839
15.375,-1.28509
15.5,-1.170525
15.625,-1.071843
15.75,-0.960033
15.875,-0.857413
16,-0.749248
16.125,-0.621595
16.25,-0.490812
16.375,-0.365673
16.5,-0.232648
16.625,-0.10858
16.75,0.025843
16.875,0.148137
17,0.28363
17.125,0.399606
17.25,0.52863
17.375,0.644415
17.5,0.773566
17.625,0.889474
17.75,1.018463
17.875,1.134839
18,1.26285
18.125,1.343528
18.25,1.440804
18.375,1.51531
18.5,1.618748
18.625,1.688028
18.75,1.795324
18.875,1.862164
19,1.970445
19.125,1.973259
19.25,2.032436
19.375,2.022766
19.5,2.090999
19.625,2.076738
19.75,2.144232
19.875,2.136369
20,2.191806
20.125,2.129404
20.25,2.113736
20.375,2.05378
20.5,2.033563
20.625,1.979602
20.75,1.952228
20.875,1.906288
21,1.870228
21.125,1.769531
21.25,1.676385
21.375,1.568529
21.5,1.482143
21.625,1.368621
21.75,1.285888
21.875,1.170954
22,1.088213
22.125,0.941617
22.25,0.830098
22.375,0.680245
22.5,0.570845
22.625,0.420036
22.75,0.310947
22.875,0.160511
23,0.05014
23.125,-0.097232
23.25,-0.208788
23.375,-0.352862
23.5,-0.468669
23.625,-0.607434
23.75,-0.729362
23.875,-0.861371
24,-0.990484
24.125,-1.086402
24.25,-1.183802
24.375,-1.282728
24.5,-1.377556
24.625,-1.47968
24.75,-1.572522
24.875,-1.674573
25,-1.767603
25.125,-1.821667
25.25,-1.84121
25.375,-1.920793
25.5,-1.923424
25.625,-2.007087
25.75,-2.016531
25.875,-2.085096
26,-2.117197
26.125,-2.104988
26.25,-2.078755
26.375,-2.075171
26.5,-2.041919
26.625,-2.036988
26.75,-2.011616
26.875,-1.998049
27,-1.980779
27.125,-1.909053
27.25,-1.821948
27.375,-1.772451
27.5,-1.667761
27.625,-1.629049
27.75,-1.520677
27.875,-1.477067
28,-1.379485
28.125,-1.284165
28.25,-1.145031
28.375,-1.051347
28.5,-0.914149
28.625,-0.81743
28.75,-0.685719
28.875,-0.580999
29,-0.455821
29.125,-0.331103
29.25,-0.195054
29.375,-0.068275
29.5,0.067615
29.625,0.194528
29.75,0.329738
29.875,0.456888
30,0.593008
30.125,0.702978
30.25,0.827221
30.375,0.933608
30.5,1.061497
30.625,1.164133
30.75,1.296443
30.875,1.393929
31,1.531398
31.125,1.579181
31.25,1.685411
31.375,1.720648
31.5,1.837803
31.625,1.865134
31.75,1.986045
31.875,2.014508
32,2.128894
32.125,2.099044
32.25,2.146708
32.375,2.118772
32.5,2.159703
32.625,2.142933
32.75,2.168756
32.875,2.170026
33,2.176089
33.125,2.123157
33.25,2.058139
33.375,2.000547
33.5,1.941294
33.625,1.877265
33.75,1.824358
33.875,1.754719
34,1.706096
34.125,1.579761
34.25,1.489918
34.375,1.351902
34.5,1.271594
34.625,1.127098
34.75,1.04968
34.875,0.904781
35,0.82714
35.125,0.658482
35.25,0.557994
35.375,0.38795
35.5,0.287328
35.625,0.119404
35.75,0.016071
35.875,-0.14918
36,-0.255738
